1223
NC	2005	3	11
NC	2005	4	13
NC	2005	5	9
NC	2005	6	7
NC	2005	7	1
NC	2006	0	1
NC	2006	1	3
NC	2006	2	8
NC	2006	3	35
NC	2006	4	25
NC	2006	5	42
NC	2006	6	14
NC	2006	7	23
NH	2003	0	2
NH	2003	1	14
NH	2003	2	5
NH	2003	3	10
NH	2004	0	9
NH	2004	1	5
NH	2004	2	23
NH	2004	3	13
NH	2005	0	5
NH	2005	1	15
NH	2005	2	17
NH	2005	3	9
NH	2006	0	3
NH	2006	1	16
NH	2006	2	14
NH	2006	3	20
NJ	1976	5	1
NJ	1989	0	1
NJ	1989	1	19
NJ	1989	2	25
NJ	1989	3	18
NJ	1989	4	29
NJ	1989	5	52
NJ	1989	6	40
NJ	1989	7	48
NJ	1990	0	23
NJ	1990	1	28
NJ	1990	2	25
NJ	1990	3	43
NJ	1990	4	40
NJ	1990	5	38
NJ	1990	6	48
NJ	1990	7	50
NJ	1991	0	11
NJ	1991	1	34
NJ	1991	2	41
NJ	1991	3	40
NJ	1991	4	37
NJ	1991	5	45
NJ	1991	6	52
NJ	1991	7	52
NJ	1992	0	10
NJ	1992	1	3
NJ	1992	2	43
NJ	1992	3	40
NJ	1992	4	32
NJ	1992	5	40
NJ	1992	6	36
NJ	1992	7	32
NJ	1993	0	5
NJ	1993	1	25
NJ	1993	2	36
NJ	1993	3	28
NJ	1993	4	36
NJ	1993	5	38
NJ	1993	6	56
NJ	1993	7	49
NJ	1994	0	32
NJ	1994	1	53
NJ	1994	2	61
NJ	1994	3	65
NJ	1994	4	43
NJ	1994	5	67
NJ	1994	6	68
NJ	1994	7	65
NJ	1995	0	9
NJ	1995	1	25
NJ	1995	2	62
NJ	1995	3	73
NJ	1995	4	53
NJ	1995	5	66
NJ	1995	6	41
NJ	1995	7	71
NJ	1996	0	15
NJ	1996	1	22
NJ	1996	2	41
NJ	1996	3	74
NJ	1996	4	73
NJ	1996	5	67
NJ	1996	6	76
NJ	1996	7	60
NJ	1997	0	45
NJ	1997	1	42
NJ	1997	2	71
NJ	1997	3	86
NJ	1997	4	67
NJ	1997	5	84
NJ	1997	6	80
NJ	1997	7	72
NJ	1998	0	24
NJ	1998	1	64
NJ	1998	2	59
NJ	1998	3	78
NJ	1998	4	50
NJ	1998	5	64
NJ	1998	6	66
NJ	1998	7	33
NJ	1999	0	40
NJ	1999	1	27
NJ	1999	2	66
NJ	1999	3	61
NJ	1999	4	76
NJ	1999	5	71
NJ	1999	6	80
NJ	1999	7	53
NJ	2000	0	24
NJ	2000	1	54
NJ	2000	2	65
NJ	2000	3	71
NJ	2000	4	53
NJ	2000	5	49
NJ	2000	6	55
NJ	2000	7	86
NJ	2001	0	30
NJ	2001	1	40
NJ	2001	2	46
NJ	2001	3	44
NJ	2001	4	35
NJ	2001	5	51
NJ	2001	6	43
NJ	2001	7	49
NJ	2002	0	29
NJ	2002	1	79
NJ	2002	2	72
NJ	2002	3	99
NJ	2002	4	117
NJ	2002	5	80
NJ	2002	6	95
NJ	2002	7	92
NJ	2003	0	9
NJ	2003	1	90
NJ	2003	2	46
NJ	2003	3	81
NJ	2003	4	106
NJ	2003	5	100
NJ	2003	6	100
NJ	2003	7	114
NJ	2004	0	60
NJ	2004	1	49
NJ	2004	2	142
NJ	2004	3	129
NJ	2004	4	170
NJ	2004	5	92
NJ	2004	6	155
NJ	2004	7	133
NJ	2005	0	49
NJ	2005	1	78
NJ	2005	2	82
NJ	2005	3	141
NJ	2005	4	162
NJ	2005	5	128
NJ	2005	6	115
NJ	2005	7	42
NJ	2006	0	25
NJ	2006	1	108
NJ	2006	2	60
NJ	2006	3	191
NJ	2006	4	152
NJ	2006	5	124
NJ	2006	6	138
NJ	2006	7	120
NY	1989	4	1
NY	1989	5	4
NY	1989	7	4
NY	1990	1	6
NY	1990	2	5
NY	1990	3	17
NY	1990	4	1
NY	1990	5	6
NY	1990	6	6
NY	1990	7	5
NY	1991	1	4
NY	1991	2	5
NY	1991	3	6
NY	1991	4	5
NY	1997	1	2
NY	1997	3	1
NY	1998	0	10
NY	1998	1	12
NY	1998	2	13
NY	1998	3	14
NY	1998	4	9
NY	1998	5	5
NY	1998	6	18
NY	1999	0	2
NY	1999	2	10
NY	1999	3	12
NY	1999	4	4
NY	1999	5	2
NY	1999	6	20
NY	1999	7	11
NY	2000	0	10
NY	2000	1	15
NY	2000	2	8
NY	2000	3	11
NY	2000	4	13
NY	2000	5	19
NY	2000	6	7
NY	2000	7	19
NY	2001	0	14
NY	2001	1	13
NY	2001	2	18
NY	2001	3	7
NY	2001	4	11
NY	2001	5	19
NY	2001	6	7
NY	2001	7	26
NY	2002	0	17
NY	2002	1	27
NY	2002	2	32
NY	2002	3	51
NY	2002	4	50
NY	2002	5	37
NY	2002	6	43
NY	2002	7	40
NY	2003	0	7
NY	2003	1	37
NY	2003	2	23
NY	2003	3	44
NY	2003	4	33
NY	2003	5	37
NY	2003	6	39
NY	2003	7	51
NY	2004	0	14
NY	2004	1	8
NY	2004	2	39
NY	2004	3	55
NY	2004	4	44
NY	2004	5	34
NY	2004	6	51
NY	2004	7	54
NY	2005	0	23
NY	2005	1	27
NY	2005	2	43
NY	2005	3	50
NY	2005	4	52
NY	2005	5	44
NY	2005	6	58
NY	2005	7	30
NY	2006	0	9
NY	2006	1	45
NY	2006	2	31
NY	2006	3	96
NY	2006	4	89
NY	2006	5	71
NY	2006	6	80
NY	2006	7	63
PA	1952	0	1
PA	1953	0	1
PA	1954	4	1
PA	1955	0	1
PA	1955	3	1
PA	1955	4	1
PA	1956	0	1
PA	1956	1	1
PA	1956	2	1
PA	1956	4	1
PA	1957	2	2
PA	1957	4	1
PA	1957	6	1
PA	1958	0	1
PA	1958	1	2
PA	1958	2	2
PA	1958	3	1
PA	1958	5	1
PA	1958	6	1
PA	1959	1	1
PA	1959	2	2
PA	1959	3	2
PA	1959	6	1
PA	1959	7	1
PA	1960	2	1
PA	1960	3	1
PA	1960	4	2
PA	1960	6	2
PA	1960	7	1
PA	1961	1	1
PA	1961	3	1
PA	1961	4	2
PA	1961	5	1
PA	1961	6	1
PA	1961	7	1
PA	1962	3	1
PA	1962	4	3
PA	1962	5	2
PA	1962	7	1
PA	1963	1	1
PA	1963	2	1
PA	1963	4	1
PA	1964	0	1
PA	1964	2	2
PA	1964	5	1
PA	1964	6	2
PA	1965	2	1
PA	1965	3	1
PA	1965	4	1
PA	1965	5	1
PA	1965	6	2
PA	1966	0	1
PA	1966	1	4
PA	1966	2	2
PA	1966	3	8
PA	1966	4	15
PA	1966	5	20
PA	1966	6	31
PA	1966	7	42
PA	1967	0	3
PA	1967	1	5
PA	1967	2	6
PA	1967	3	13
PA	1967	4	26
PA	1967	5	23
PA	1967	6	47
PA	1967	7	10
PA	1968	1	6
PA	1968	2	35
PA	1968	3	19
PA	1968	4	14
PA	1968	5	33
PA	1968	6	36
PA	1968	7	13
PA	1969	1	8
PA	1969	2	12
PA	1969	3	21
PA	1969	4	24
PA	1969	5	37
PA	1969	6	26
PA	1969	7	30
PA	1970	0	2
PA	1970	1	3
PA	1970	2	11
PA	1970	3	29
PA	1970	4	18
PA	1970	5	27
PA	1970	6	47
PA	1971	1	2
PA	1971	2	7
PA	1971	3	18
PA	1971	4	25
PA	1971	5	11
PA	1971	6	7
PA	1971	7	32
PA	1972	0	5
PA	1972	1	11
PA	1972	2	21
PA	1972	3	29
PA	1972	4	16
PA	1972	5	11
PA	1972	6	11
PA	1972	7	38
PA	1973	1	3
PA	1973	2	13
PA	1973	3	33
PA	1973	4	24
PA	1973	5	35
PA	1973	6	30
PA	1973	7	19
PA	1974	0	3
PA	1974	1	4
PA	1974	2	23
PA	1974	3	44
PA	1974	4	39
PA	1974	5	35
PA	1974	6	66
PA	1974	7	36
PA	1975	0	3
PA	1975	1	7
PA	1975	2	25
PA	1975	3	25
PA	1975	4	20
PA	1975	5	39
PA	1975	6	40
PA	1975	7	19
PA	1976	0	12
PA	1976	1	28
PA	1976	2	24
PA	1976	3	52
PA	1976	4	77
PA	1976	5	28
PA	1976	6	35
PA	1976	7	25
PA	1977	0	25
PA	1977	1	52
PA	1977	2	57
PA	1977	3	50
PA	1977	4	8
PA	1977	5	67
PA	1977	6	65
PA	1977	7	46
PA	1978	0	18
PA	1978	1	28
PA	1978	2	51
PA	1978	3	57
PA	1978	4	63
PA	1978	5	52
PA	1978	6	42
PA	1978	7	74
PA	1979	0	6
PA	1979	1	54
PA	1979	2	60
PA	1979	3	73
PA	1979	4	53
PA	1979	5	35
PA	1979	6	34
PA	1979	7	63
PA	1980	0	11
PA	1980	1	33
PA	1980	2	41
PA	1980	3	39
PA	1980	4	40
PA	1980	5	49
PA	1980	6	39
PA	1980	7	48
PA	1981	0	1
PA	1981	1	19
PA	1981	2	43
PA	1981	3	41
PA	1981	4	49
PA	1981	5	62
PA	1981	6	58
PA	1981	7	44
PA	1982	0	9
PA	1982	1	17
PA	1982	2	30
PA	1982	3	38
PA	1982	4	31
PA	1982	5	41
PA	1982	6	50
PA	1982	7	37
PA	1983	0	5
PA	1983	1	21
PA	1983	2	27
PA	1983	3	43
PA	1983	4	47
PA	1983	5	38
PA	1983	6	34
PA	1983	7	46
PA	1984	0	12
PA	1984	1	31
PA	1984	2	44
PA	1984	3	57
PA	1984	4	59
PA	1984	5	42
PA	1984	6	54
PA	1984	7	51
PA	1985	0	18
PA	1985	1	49
PA	1985	2	57
PA	1985	3	54
PA	1985	4	39
PA	1985	5	58
PA	1985	6	32
PA	1985	7	64
PA	1986	0	3
PA	1986	1	42
PA	1986	2	48
PA	1986	3	61
PA	1986	4	35
PA	1986	5	59
PA	1986	6	78
PA	1986	7	76
PA	1987	0	28
PA	1987	1	24
PA	1987	2	59
PA	1987	3	39
PA	1987	4	89
PA	1987	5	63
PA	1987	6	82
PA	1987	7	67
PA	1988	0	11
PA	1988	1	38
PA	1988	2	64
PA	1988	3	46
PA	1988	4	83
PA	1988	5	39
PA	1988	6	41
PA	1988	7	50
PA	1989	0	40
PA	1989	1	43
PA	1989	2	61
PA	1989	3	34
PA	1989	4	57
PA	1989	5	60
PA	1989	6	58
PA	1989	7	68
PA	1990	0	50
PA	1990	1	52
PA	1990	2	58
PA	1990	3	74
PA	1990	4	75
PA	1990	5	50
PA	1990	6	64
PA	1990	7	77
PA	1991	0	29
PA	1991	1	47
PA	1991	2	72
PA	1991	3	74
PA	1991	4	59
PA	1991	5	74
PA	1991	6	67
PA	1991	7	85
PA	1992	0	20
PA	1992	1	25
PA	1992	2	82
PA	1992	3	83
PA	1992	4	60
PA	1992	5	26
PA	1992	6	69
PA	1992	7	46
PA	1993	0	38
PA	1993	1	29
PA	1993	2	82
PA	1993	3	46
PA	1993	4	56
PA	1993	5	49
PA	1993	6	81
PA	1993	7	75
PA	1994	0	43
PA	1994	1	61
PA	1994	2	64
PA	1994	3	72
PA	1994	4	58
PA	1994	5	51
PA	1994	6	62
PA	1994	7	66
PA	1995	0	38
PA	1995	1	48
PA	1995	2	57
PA	1995	3	97
PA	1995	4	65
PA	1995	5	58
PA	1995	6	42
PA	1995	7	93
PA	1996	0	34
PA	1996	1	40
PA	1996	2	66
PA	1996	3	88
PA	1996	4	87
PA	1996	5	64
PA	1996	6	64
PA	1996	7	71
PA	1997	0	72
PA	1997	1	54
PA	1997	2	96
PA	1997	3	104
PA	1997	4	91
PA	1997	5	77
PA	1997	6	92
PA	1997	7	95
PA	1998	0	49
PA	1998	1	76
PA	1998	2	106
PA	1998	3	115
PA	1998	4	77
PA	1998	5	78
PA	1998	6	72
PA	1998	7	47
PA	1999	0	47
PA	1999	1	58
PA	1999	2	71
PA	1999	3	98
PA	1999	4	98
PA	1999	5	46
PA	1999	6	96
PA	1999	7	64
PA	2000	0	46
PA	2000	1	74
PA	2000	2	78
PA	2000	3	74
PA	2000	4	83
PA	2000	5	86
PA	2000	6	73
PA	2000	7	105
PA	2001	0	84
PA	2001	1	78
PA	2001	2	151
PA	2001	3	105
PA	2001	4	101
PA	2001	5	126
PA	2001	6	108
PA	2001	7	148
PA	2002	0	78
PA	2002	1	111
PA	2002	2	122
PA	2002	3	195
PA	2002	4	182
PA	2002	5	120
PA	2002	6	166
PA	2002	7	193
PA	2003	0	24
PA	2003	1	129
PA	2003	2	120
PA	2003	3	187
PA	2003	4	190
PA	2003	5	188
PA	2003	6	186
PA	2003	7	207
PA	2004	0	77
PA	2004	1	80
PA	2004	2	181
PA	2004	3	171
PA	2004	4	231
PA	2004	5	166
PA	2004	6	216
PA	2004	7	200
PA	2005	0	100
PA	2005	1	98
PA	2005	2	156
PA	2005	3	204
PA	2005	4	212
PA	2005	5	166
PA	2005	6	211
PA	2005	7	61
PA	2006	0	37
PA	2006	1	143
PA	2006	2	122
PA	2006	3	247
PA	2006	4	189
PA	2006	5	201
PA	2006	6	232
PA	2006	7	214
SC	2003	2	1
SC	2003	3	3
SC	2003	4	3
SC	2003	5	9
SC	2003	6	4
SC	2003	7	4
SC	2004	0	1
SC	2004	1	3
SC	2004	2	1
SC	2004	3	6
SC	2004	4	8
SC	2004	5	5
SC	2004	6	10
SC	2004	7	8
SC	2005	2	1
SC	2005	3	1
SC	2005	4	7
SC	2005	5	10
SC	2005	6	6
SC	2006	1	1
SC	2006	2	3
SC	2006	3	4
SC	2006	4	5
SC	2006	5	14
SC	2006	6	8
SC	2006	7	5
VA	2002	0	7
VA	2002	1	40
VA	2002	2	23
VA	2002	3	53
VA	2002	4	69
VA	2002	5	57
VA	2002	6	54
VA	2002	7	55
VA	2003	0	3
VA	2003	1	19
VA	2003	2	39
VA	2003	3	23
VA	2003	4	26
VA	2003	5	50
VA	2003	6	28
VA	2003	7	19
VA	2004	0	20
VA	2004	1	7
VA	2004	2	54
VA	2004	3	72
VA	2004	4	87
VA	2004	5	66
VA	2004	6	86
VA	2004	7	78
VA	2005	0	27
VA	2005	1	26
VA	2005	2	88
VA	2005	3	105
VA	2005	4	96
VA	2005	5	108
VA	2005	6	92
VA	2005	7	27
VA	2006	0	8
VA	2006	1	26
VA	2006	2	45
VA	2006	3	113
VA	2006	4	101
VA	2006	5	115
VA	2006	6	98
VA	2006	7	71
VT	2003	0	3
VT	2003	1	5
VT	2003	2	3
VT	2003	3	4
VT	2003	4	3
VT	2003	5	3
VT	2003	6	3
VT	2003	7	3
VT	2004	0	4
VT	2004	1	2
VT	2004	2	5
VT	2004	3	3
VT	2004	4	1
VT	2004	5	3
VT	2004	6	2
VT	2005	0	1
VT	2005	1	5
VT	2005	2	3
VT	2005	3	3
VT	2005	4	4
VT	2005	5	3
VT	2005	6	2
VT	2006	0	3
VT	2006	1	5
VT	2006	2	4
VT	2006	3	4
VT	2006	4	3
VT	2006	5	4
VT	2006	6	4
VT	2006	7	5
WV	2003	0	2
WV	2003	1	1
WV	2003	2	1
WV	2003	3	7
WV	2003	4	17
WV	2003	5	12
WV	2003	6	16
WV	2003	7	7
WV	2004	0	6
WV	2004	2	6
WV	2004	3	10
WV	2004	4	14
WV	2004	5	8
WV	2004	6	15
WV	2004	7	11
WV	2005	0	8
WV	2005	1	3
WV	2005	2	6
WV	2005	3	19
WV	2005	4	17
WV	2005	5	16
WV	2005	6	6
WV	2005	7	3
WV	2006	0	1
WV	2006	1	6
WV	2006	2	5
WV	2006	3	25
WV	2006	4	14
WV	2006	5	14
WV	2006	6	13
WV	2006	7	2
